964,1,,32,train,1220,1220,12020
438,1,,1000,train,1220,1220,540900
808,1,,10,train,1220,1220,0
56,1,,13,train,1220,1220,6010
598,1,,69,train,1220,1220,36060
930,1,,79,train,1220,1220,42070
161,1,,32,train,1220,1220,12020
173,1,,37,train,1220,1220,18030
12,1,,40,train,1220,1220,18030
848,1,,12,train,1220,1220,6010
798,1,,15,train,1220,1220,6010
879,1,,23,train,1220,1220,12020
977,1,,15,train,1220,1220,6010
816,1,,12,train,1220,1220,6010
505,1,,58,train,1220,1220,30050
80,1,,6,train,1220,1220,0
204,1,,1000,train,1220,1220,540900
663,1,,14,train,1220,1220,6010
309,1,,611,train,1220,1220,324540
685,1,,286,train,1220,1220,150250
964,2,,32,train,1220,1220,12020
438,2,,1000,train,1220,1220,540900
808,2,,10,train,1220,1220,0
56,2,,13,train,1220,1220,6010
598,2,,69,train,1220,1220,36060
930,2,,79,train,1220,1220,42070
161,2,,32,train,1220,1220,12020
173,2,,37,train,1220,1220,18030
12,2,,40,train,1220,1220,18030
848,2,,12,train,1220,1220,6010
798,2,,15,train,1220,1220,6010
879,2,,23,train,1220,1220,12020
977,2,,15,train,1220,1220,6010
816,2,,12,train,1220,1220,6010
505,2,,58,train,1220,1220,30050
80,2,,6,train,1220,1220,0
204,2,,1000,train,1220,1220,540900
663,2,,14,train,1220,1220,6010
309,2,,611,train,1220,1220,324540
685,2,,286,train,1220,1220,150250
830,3,,102,train,1220,1220,54090
243,3,,41,train,1220,1220,18030
653,3,,96,train,1220,1220,48080
451,3,,98,train,1220,1220,48080
156,3,,133,train,1220,1220,66110
473,3,,17,train,1220,1220,6010
327,3,,20,train,1220,1220,6010
86,3,,30,train,1220,1220,12020
130,3,,8,train,1220,1220,0
96,3,,38,train,1220,1220,18030
414,3,,551,train,1220,1220,294490
415,3,,22,train,1220,1220,6010
117,3,,450,train,1220,1220,240400
265,3,,22,train,1220,1220,6010
455,3,,10,train,1220,1220,0
932,3,,77,train,1220,1220,36060
186,3,,47,train,1220,1220,24040
